,param_name,mean,std,2.5q,25q,50q,75q,97.5q,mc err,sub,model_ID
0,a,1.1833120230174918,0.1586785609906803,0.9214308920296572,1.0609929091476935,1.16702763333408,1.2893691346332066,1.5188042620977542,0.0110849105552155,13,3
1,z,0.5356182018166912,0.0323939103365673,0.4712124125861321,0.5133641892932177,0.5363997601858415,0.5583327333580961,0.5960287714232543,0.001815626380995,13,3
2,t,0.6130198719223979,0.0296318732791822,0.5460380511985906,0.5962311988767748,0.6162491541664812,0.6342781514654622,0.6596636782671925,0.0018767234889333,13,3
3,theta,0.6735347312693409,0.1494085524999092,0.3907328072337538,0.5531572045793661,0.6808637534866784,0.8037841083955265,0.9097051913944096,0.0100187973441001,13,3
4,v_Intercept,0.3800536928702673,0.2275037413673114,-0.0649495215420756,0.2223439516260137,0.384232628206344,0.5424949939142222,0.8027517295916803,0.0155893277205004,13,3
5,v_gain_plus_loss,0.0721030559728572,0.0067622415350984,0.0590967604031368,0.0674582265799502,0.0720472031189179,0.0767261807564707,0.0853442133860204,0.0004482081595037,13,3
6,BIC,68.24525442517816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3
7,a,2.5896738099732,0.2425523976563363,2.094740722499191,2.415211660962805,2.6070540069303685,2.788234711192354,2.9747451356081607,0.0157500239812378,47,3
8,z,0.5187669300218829,0.0392269894799004,0.4424168603489186,0.4916389856904911,0.5193880455237941,0.54651382711224,0.5935707735726962,0.0016216579614373,47,3
9,t,0.8527810879423009,0.0996507096936638,0.6646229074823851,0.7849662526451859,0.8476075251941664,0.9211356136840309,1.0483559232792374,0.0055954953578637,47,3
10,theta,0.6285575052242502,0.0602823097848816,0.4975694195498175,0.5887549318674911,0.6364372164960819,0.6732740264940699,0.7270894997300937,0.0036763212384254,47,3
11,v_Intercept,0.160317719278676,0.1480738850952932,-0.1377848427631862,0.0609031632035893,0.165691664351511,0.2610376607237861,0.4423543869388123,0.0058417304746494,47,3
12,v_gain_plus_loss,0.0513291441757894,0.0060996904532906,0.0396316882757199,0.0471816438634222,0.0512857692761246,0.0553748430567141,0.0634850835084299,0.0001498909089673,47,3
13,BIC,575.0389217571735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,3
14,a,2.543443757991554,0.2382897269724826,2.0858830687868912,2.3564462435126807,2.5499207389417045,2.726841809535263,2.9581004470659584,0.0145407857196619,67,1
15,z,0.5013948128107281,0.0329334617433334,0.4376159259529403,0.478876655083123,0.5015381651032921,0.5249239039299509,0.5636414785647236,0.0013665295746988,67,1
16,t,0.6770016168042013,0.0777068476716888,0.52200242606739,0.6212342102695296,0.679471102405967,0.7363025771036187,0.8168541806867536,0.0044171913672798,67,1
17,theta,0.690264618952935,0.0591366779973658,0.5659905183938106,0.6506968879606875,0.6952188970369616,0.736849446983398,0.7865511032681954,0.0033875631115498,67,1
